"EPUB","URL","Message","Count"
"9780888646170.epub","text/intro.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","4"
"9780888646170.epub","text/noc_1.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","4"
"9780888646170.epub","text/noc_2.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","1"
"9780888646170.epub","text/noc_5.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","1"
"9780888646170.epub","text/noc_8.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","11"
"9780888646170.epub","text/noc_9.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","1"
"9780888646170.epub","text/noc_10.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","3"
"9780888646170.epub","text/noc_12.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","1"
"9780888646170.epub","text/noc_13.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","1"
"9780888647184.epub","Text/06_Introduction.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","11"
"9780888647184.epub","Text/09_Chapter_01.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","91"
"9780888647184.epub","Text/10_Chapter_02.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","35"
"9780888647184.epub","Text/11_Chapter_03.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","71"
"9780888647184.epub","Text/14_Chapter_04.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","263"
"9780888647184.epub","Text/15_Chapter_05.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","71"
"9780888647184.epub","Text/16_Chapter_06.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","59"
"9780888647184.epub","Text/19_Chapter_07.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","107"
"9780888647184.epub","Text/20_Chapter_08.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","60"
"9780888647184.epub","Text/23_Chapter_09.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","186"
"9780888647184.epub","Text/24_Chapter_10.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","90"
"9780888647184.epub","Text/25_Chapter_11.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","103"
"9780888647184.epub","Text/26_Chapter_12.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","78"
"9780888647184.epub","Text/28_Contributors.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","1"
"9780889205260.epub","ops\9780889205307.opf","The language must be specified (xml:lang in OPF package)","1"
"9780889205260.epub","ops\9780889205307.opf","Publications must declare the 'schema:accessMode' metadata","1"
"9780889205260.epub","ops\9780889205307.opf","Publications must declare the 'schema:accessModeSufficient' metadata","1"
"9780889205260.epub","ops\9780889205307.opf","Publications must declare the 'schema:accessibilityFeature' metadata","1"
"9780889205260.epub","ops\9780889205307.opf","Publications must declare the 'schema:accessibilityHazard' metadata","1"
"9780889205260.epub","ops\9780889205307.opf","Publications must declare the 'schema:accessibilitySummary' metadata","1"
"9780889205260.epub","xhtml/cover.xhtml","Element does not have an alt attribute
aria-label attribute does not exist or is empty
aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty
Element has no title attribute
Element's default semantics were not overridden with role=""none"" or role=""presentation""","1"
"9780889205260.epub","xhtml/ch00_fm4.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","1"
"9780889205260.epub","xhtml/ch00_fm8.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","3"
"9780889205260.epub","xhtml/ch01.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","40"
"9780889205260.epub","xhtml/ch02.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","17"
"9780889205260.epub","xhtml/ch03.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","15"
"9780889205260.epub","xhtml/ch04.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","13"
"9780889205260.epub","xhtml/ch05.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","28"
"9780889205260.epub","xhtml/ch07.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","4"
"9780889205260.epub","xhtml/ch08.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","4"
"9780889205260.epub","xhtml/ch09.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","56"
"9780889205260.epub","xhtml/ch10.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","8"
"9780889205260.epub","xhtml/ch11.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","19"
"9780889205260.epub","xhtml/ch12.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","18"
"9780889205260.epub","xhtml/ch13.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","18"
"9780889205260.epub","xhtml/ch14.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","29"
"9780889205260.epub","xhtml/ch15.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","24"
"9780889205260.epub","xhtml/ch16_source.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","14"
"9780889205260.epub","xhtml/ch18_index.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","1427"
"9781442605572.epub","ops\9781442605572.opf","The language must be specified (xml:lang in OPF package)","1"
"9781442605572.epub","ops\9781442605572.opf","Publications must declare the 'schema:accessMode' metadata","1"
"9781442605572.epub","ops\9781442605572.opf","Publications must declare the 'schema:accessModeSufficient' metadata","1"
"9781442605572.epub","ops\9781442605572.opf","Publications must declare the 'schema:accessibilityFeature' metadata","1"
"9781442605572.epub","ops\9781442605572.opf","Publications must declare the 'schema:accessibilityHazard' metadata","1"
"9781442605572.epub","ops\9781442605572.opf","Publications must declare the 'schema:accessibilitySummary' metadata","1"
"9781442605572.epub","xhtml/halftitle.xhtml","The <html> element does not have a lang attribute","1"
"9781442605572.epub","xhtml/fm.xhtml","The <html> element does not have a lang attribute","1"
"9781442605572.epub","xhtml/title.xhtml","The <html> element does not have a lang attribute","1"
"9781442605572.epub","xhtml/copy.xhtml","The <html> element does not have a lang attribute","1"
"9781442605572.epub","xhtml/copy.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","2"
"9781442605572.epub","xhtml/contents.xhtml","The <html> element does not have a lang attribute","1"
"9781442605572.epub","xhtml/figures.xhtml","The <html> element does not have a lang attribute","1"
"9781442605572.epub","xhtml/ack.xhtml","The <html> element does not have a lang attribute","1"
"9781442605572.epub","xhtml/preface.xhtml","The <html> element does not have a lang attribute","1"
"9781442605572.epub","xhtml/Noteonusage.xhtml","The <html> element does not have a lang attribute","1"
"9781442605572.epub","xhtml/chronology.xhtml","Element does not have text that is visible to screen readers","1"
"9781442605572.epub","xhtml/chronology.xhtml","The <html> element does not have a lang attribute","1"
"9781442605572.epub","xhtml/ch01.xhtml","The <html> element does not have a lang attribute","1"
"9781442605572.epub","xhtml/ch01.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","34"
"9781442605572.epub","xhtml/ch02.xhtml","The <html> element does not have a lang attribute","1"
"9781442605572.epub","xhtml/ch02.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","33"
"9781442605572.epub","xhtml/ch03.xhtml","The <html> element does not have a lang attribute","1"
"9781442605572.epub","xhtml/ch03.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","44"
"9781442605572.epub","xhtml/ch04.xhtml","The <html> element does not have a lang attribute","1"
"9781442605572.epub","xhtml/ch04.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","21"
"9781442605572.epub","xhtml/ch05.xhtml","The <html> element does not have a lang attribute","1"
"9781442605572.epub","xhtml/ch05.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","25"
"9781442605572.epub","xhtml/ch06.xhtml","The <html> element does not have a lang attribute","1"
"9781442605572.epub","xhtml/ch06.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","35"
"9781442605572.epub","xhtml/ch07.xhtml","The <html> element does not have a lang attribute","1"
"9781442605572.epub","xhtml/ch07.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","47"
"9781442605572.epub","xhtml/ch08.xhtml","The <html> element does not have a lang attribute","1"
"9781442605572.epub","xhtml/ref.xhtml","The <html> element does not have a lang attribute","1"
"9781442605572.epub","xhtml/ref.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","5"
"9781442605572.epub","xhtml/index.xhtml","The <html> element does not have a lang attribute","1"
"9781442605572.epub","xhtml/index.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","628"
"9781442609211.epub","OEBPS\content.opf","The language must be specified (xml:lang in OPF package)","1"
"9781442609211.epub","OEBPS\content.opf","Publications must declare the 'schema:accessMode' metadata","1"
"9781442609211.epub","OEBPS\content.opf","Publications must declare the 'schema:accessModeSufficient' metadata","1"
"9781442609211.epub","OEBPS\content.opf","Publications must declare the 'schema:accessibilityFeature' metadata","1"
"9781442609211.epub","OEBPS\content.opf","Publications must declare the 'schema:accessibilityHazard' metadata","1"
"9781442609211.epub","OEBPS\content.opf","Publications must declare the 'schema:accessibilitySummary' metadata","1"
"9781442609211.epub","Text/9781442609211.xhtml","The <html> element does not have a lang attribute","1"
"9781442609211.epub","Text/9781442609211_0001.xhtml","The <html> element does not have a lang attribute","1"
"9781442609211.epub","Text/9781442609211_0002.xhtml","The <html> element does not have a lang attribute","1"
"9781442609211.epub","Text/9781442609211_0003.xhtml","The <html> element does not have a lang attribute","1"
"9781442609211.epub","Text/9781442609211_0004.xhtml","The <html> element does not have a lang attribute","1"
"9781442609211.epub","Text/9781442609211_0004.xhtml","The link has insufficient color contrast of 2.08:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000e1, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","2"
"9781442609211.epub","Text/9781442609211_0005.xhtml","The <html> element does not have a lang attribute","1"
"9781442609211.epub","Text/9781442609211_0006.xhtml","The <html> element does not have a lang attribute","1"
"9781442609211.epub","Text/9781442609211_0007.xhtml","The <html> element does not have a lang attribute","1"
"9781442609211.epub","Text/9781442609211_0008.xhtml","The <html> element does not have a lang attribute","1"
"9781442609211.epub","Text/9781442609211_0009.xhtml","The <html> element does not have a lang attribute","1"
"9781442609211.epub","Text/9781442609211_0010.xhtml","The <html> element does not have a lang attribute","1"
"9781442609211.epub","Text/9781442609211_0010.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","105"
"9781442609211.epub","Text/9781442609211_0010.xhtml","The link has insufficient color contrast of 2.08:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000e1, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","1"
"9781442609211.epub","Text/9781442609211_0010.xhtml","Element is in tab order and does not have accessible text
Element does not have text that is visible to screen readers
aria-label attribute does not exist or is empty
aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty
Element has no title attribute","2"
"9781442609211.epub","Text/9781442609211_0011.xhtml","The <html> element does not have a lang attribute","1"
"9781442609211.epub","Text/9781442609211_0011.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","122"
"9781442609211.epub","Text/9781442609211_0011.xhtml","Element is in tab order and does not have accessible text
Element does not have text that is visible to screen readers
aria-label attribute does not exist or is empty
aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty
Element has no title attribute","2"
"9781442609211.epub","Text/9781442609211_0012.xhtml","The <html> element does not have a lang attribute","1"
"9781442609211.epub","Text/9781442609211_0012.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","159"
"9781442609211.epub","Text/9781442609211_0012.xhtml","Element is in tab order and does not have accessible text
Element does not have text that is visible to screen readers
aria-label attribute does not exist or is empty
aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty
Element has no title attribute","4"
"9781442609211.epub","Text/9781442609211_0013.xhtml","The <html> element does not have a lang attribute","1"
"9781442609211.epub","Text/9781442609211_0013.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","155"
"9781442609211.epub","Text/9781442609211_0013.xhtml","Element is in tab order and does not have accessible text
Element does not have text that is visible to screen readers
aria-label attribute does not exist or is empty
aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty
Element has no title attribute","1"
"9781442609211.epub","Text/9781442609211_0014.xhtml","The <html> element does not have a lang attribute","1"
"9781442609211.epub","Text/9781442609211_0014.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","213"
"9781442609211.epub","Text/9781442609211_0014.xhtml","Element is in tab order and does not have accessible text
Element does not have text that is visible to screen readers
aria-label attribute does not exist or is empty
aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty
Element has no title attribute","1"
"9781442609211.epub","Text/9781442609211_0015.xhtml","The <html> element does not have a lang attribute","1"
"9781442609211.epub","Text/9781442609211_0015.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","174"
"9781442609211.epub","Text/9781442609211_0015.xhtml","Element is in tab order and does not have accessible text
Element does not have text that is visible to screen readers
aria-label attribute does not exist or is empty
aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty
Element has no title attribute","1"
"9781442609211.epub","Text/9781442609211_0016.xhtml","The <html> element does not have a lang attribute","1"
"9781442609211.epub","Text/9781442609211_0016.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","127"
"9781442609211.epub","Text/9781442609211_0016.xhtml","Element is in tab order and does not have accessible text
Element does not have text that is visible to screen readers
aria-label attribute does not exist or is empty
aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty
Element has no title attribute","2"
"9781442609211.epub","Text/9781442609211_0017.xhtml","The <html> element does not have a lang attribute","1"
"9781442609211.epub","Text/9781442609211_0017.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","126"
"9781442609211.epub","Text/9781442609211_0017.xhtml","Element is in tab order and does not have accessible text
Element does not have text that is visible to screen readers
aria-label attribute does not exist or is empty
aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty
Element has no title attribute","1"
"9781442609211.epub","Text/9781442609211_0018.xhtml","The <html> element does not have a lang attribute","1"
"9781442609211.epub","Text/9781442609211_0018.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","164"
"9781442609211.epub","Text/9781442609211_0018.xhtml","Element is in tab order and does not have accessible text
Element does not have text that is visible to screen readers
aria-label attribute does not exist or is empty
aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty
Element has no title attribute","1"
"9781442609211.epub","Text/9781442609211_0019.xhtml","The <html> element does not have a lang attribute","1"
"9781442609211.epub","Text/9781442609211_0019.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","203"
"9781442609211.epub","Text/9781442609211_0019.xhtml","The link has insufficient color contrast of 2.08:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000e1, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","1"
"9781442609211.epub","Text/9781442609211_0019.xhtml","Element is in tab order and does not have accessible text
Element does not have text that is visible to screen readers
aria-label attribute does not exist or is empty
aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty
Element has no title attribute","2"
"9781442609211.epub","Text/9781442609211_0020.xhtml","The <html> element does not have a lang attribute","1"
"9781442609211.epub","Text/9781442609211_0020.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","82"
"9781442609211.epub","Text/9781442609211_0020.xhtml","Element is in tab order and does not have accessible text
Element does not have text that is visible to screen readers
aria-label attribute does not exist or is empty
aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty
Element has no title attribute","1"
"9781442609211.epub","Text/9781442609211_0021.xhtml","Heading order invalid","1"
"9781442609211.epub","Text/9781442609211_0021.xhtml","The <html> element does not have a lang attribute","1"
"9781442609211.epub","Text/9781442609211_0021.xhtml","The link has insufficient color contrast of 2.08:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000e1, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","6"
"9781442609211.epub","Text/9781442609211_0021_0001.xhtml","The <html> element does not have a lang attribute","1"
"9781442609211.epub","Text/9781442609211_0021_0001.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","3186"
"9781442618954.epub","ops\9781442618954.opf","The language must be specified (xml:lang in OPF package)","1"
"9781442618954.epub","ops\9781442618954.opf","Publications must declare the 'schema:accessMode' metadata","1"
"9781442618954.epub","ops\9781442618954.opf","Publications must declare the 'schema:accessModeSufficient' metadata","1"
"9781442618954.epub","ops\9781442618954.opf","Publications must declare the 'schema:accessibilityFeature' metadata","1"
"9781442618954.epub","ops\9781442618954.opf","Publications must declare the 'schema:accessibilityHazard' metadata","1"
"9781442618954.epub","ops\9781442618954.opf","Publications must declare the 'schema:accessibilitySummary' metadata","1"
"9781442618954.epub","xhtml/ack.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","1"
"9781442618954.epub","xhtml/intro.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","9"
"9781442618954.epub","xhtml/ch01.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","219"
"9781442618954.epub","xhtml/ch02.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","71"
"9781442618954.epub","xhtml/ch03.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","126"
"9781442618954.epub","xhtml/ch04.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","94"
"9781442618954.epub","xhtml/ch05.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","171"
"9781442618954.epub","xhtml/ch06.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","170"
"9781442618954.epub","xhtml/ch07.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","150"
"9781442618954.epub","xhtml/ch08.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","127"
"9781442618954.epub","xhtml/ch09.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","122"
"9781442618954.epub","xhtml/ch10.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","79"
"9781442618954.epub","xhtml/ch11.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","66"
"9781442618954.epub","xhtml/ch12.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","42"
"9781442618954.epub","xhtml/index.xhtml","The link has insufficient color contrast of 2.23:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0000ee, surrounding text: #000000)
The link has no styling (such as underline) to distinguish it from the surrounding text","2117"
